PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,Description
41.96143456394996,17.751680402078797,-10.8952444329945,3.42630604638107,12.888554764227724,-1.4760726966868238,-6.026652013022002,-4.047007478049457,0.42271878711268773,-12.472214517165646,5.3874960451297715,5.601564351106975,1.3222306179793002,5.634104592995021,4.883620152655258,-6.51299739470583,1.14980931330774,2.0664742238859257,-4.21541744835868,-0.5225404999863147,6.380725204512118,-0.8463617309235216,-6.271841178718073,1.4592273101261987e-14,"Shoulder raises, easy difficulty, band"
38.12382061163019,11.096379016680567,-20.01379398889666,5.512024464057076,-2.325185830496764,-4.357941587952077,-8.882393342837185,-4.160398746184207,2.6455261011496813,5.101777292161371,1.0480595321088664,-2.7883307139455855,-6.909194023383141,-9.126989573716484,2.968285945341767,-1.1562020728732498,11.605484376601623,1.3009909256527499,11.59139476436664,0.5172792212380313,0.13053562121389953,1.1375459826477994,1.6929199838909645,1.4592273101262012e-14,"Shoulder pull, medium difficulty, band"
41.172144568720654,-2.561004543243844,-21.334600819709628,-0.929718279244942,13.98410507713014,10.142579412673257,1.8543982483937929,3.0602190561876044,-8.993870465082763,-0.09759519462185205,-0.13140232812429709,7.324959907913826,-0.7414380355993174,10.078938010870722,-1.3817962040582874,-2.3174887120959955,-0.43844954860586344,3.501148749914552,-4.2213471057622485,1.8332961969485868,-7.779562830780583,0.6285882929492072,5.1907446170991856,1.4592273101261968e-14,"Shoulder rotate, easy difficulty, band"
31.705142218229685,2.890494005013886,-30.922301793764966,3.286437325022036,-3.2738974648863968,-11.537513161706663,9.47219102091633,8.055920273778716,-0.7967556181089253,1.3138681159944552,-3.8650937640583463,-10.098990201372784,15.83954491865739,-0.8598312641394028,-9.63735409894303,7.949066216991012,-3.985096628677731,-5.649477284943015,0.9483369224252544,-0.34866720487281766,1.021592938542859,-0.21798949399292733,-1.1199920277554651,1.4592273101261987e-14,"Shoulder cross body, hard difficulty, band"
40.335312378292464,10.028655071295438,4.685535715533919,0.7110676379196472,-7.22109131906785,9.50437630009915,-9.049818177518459,-11.388237559213993,12.103493018900625,8.32007516942504,-3.2597007372459537,-3.4783660148454913,-8.985851366294158,-7.59192767931555,4.945537363523462,4.706224151251042,-11.856889457132041,-2.2866117809780944,-5.698399708575338,-1.4588439259456771,0.043799540272460705,0.24165979878473112,1.036797288487746,1.459227310126197e-14,"Elbow curl, medium difficulty, band"
15.323428659397214,-3.5990173965807895,25.474645096375532,10.679841010280898,-15.128702941406136,2.573007538837576,10.734149390613522,-16.46208248335915,7.873396598235299,5.555885812585322,-8.882052771385094,10.472547240521104,3.0938203988288167,12.04887693783221,-8.622231975664972,5.067724836200956,4.586582289681372,2.3000666435530777,2.6513439118752675,-0.5754025141394825,0.9431649526379081,-1.0270993615672392,-0.7679689186671379,1.4592273101261987e-14,"Elbow curl, hard difficulty, gym equipment"
26.20120212502594,-0.4376956763673653,36.89312901946048,-5.0750669763800875,-9.590119128463757,29.95768571182669,2.8492386230131532,7.099212644915766,-6.4634609601338,-9.78299376030554,6.473138327905765,-12.423820883113487,6.559182225457285,-1.5505933648945076,0.039600714579918865,-3.45348047107506,1.5527662840270016,-0.9633486456998038,2.859055530860818,-0.2466138765617266,-0.4708650054446227,0.4376644763295331,0.2576549939595877,1.4592273101262025e-14,"Elbow curl, easy difficulty, table"
14.459770567809336,-5.868315594225706,11.423354041349448,11.149695088762089,-22.667987158329552,-20.717875189372972,15.697415023000033,18.25014359673287,-0.5864402212730089,3.8515648324767215,13.997966308154291,3.108674722143264,-7.511502717934568,3.8169021863063954,7.991744942370189,1.8160054242138304,-0.8116106207649127,0.3623652895780459,-1.8754938478648782,2.0558995260414052,-0.13203891705897325,0.39097750184438623,-0.05688225518321245,1.4592273101261977e-14,"Elbow overhead, hard difficulty, weight"
2.613980452470825,-43.42931987117626,4.1430737111991505,-6.63338292677454,11.751613307323263,3.407947859743722,-7.92404886836547,1.8848638543069003,-12.39136029760322,7.698328110060074,2.3411180660727595,5.387143131714949,-5.030209030575816,0.9857577561822344,-3.451675326010869,0.16732306828883226,-5.6390506772168525,-3.8590427284297486,5.588645647761577,3.3600861207163053,7.139100159019516,-3.919852077255163,1.2267473695856808,1.4592273101261955e-14,"Wrist rotation, easy difficulty, no equipment"
-1.5339957335897283,-41.120208860676826,2.3023961644296023,-8.59104710351503,3.3609687635972327,-1.4524112559196878,-4.710780415367381,6.364147488462552,4.678047417332287,9.78972904342897,-14.127056513169906,-1.5824281670257605,9.71241243291815,2.2214252802292713,15.592035558585948,-3.475038192475521,3.6358375266615495,-0.06573460653958588,-1.4198569489513113,-3.347604453444982,-1.1419731477604222,1.776443272665732,-1.6313882266213908,1.4592273101262044e-14,"Wrist spin, easy difficulty, no equipment"
-2.073622996848999,-30.163708784443923,-0.17996105252489247,-14.72580084554746,-5.238460103625721,-11.943994991240166,-5.640162404305425,-2.034836934317081,4.02001389795175,-7.157032821111381,3.819239286079418,-1.7517351468178233,0.7197657027337979,-6.161108931832143,-8.459673148767218,-2.345905149850287,-5.72301585326401,14.859784574853762,1.8543770364220131,-1.8255041612061276,-1.9557959947476082,1.5812503738256787,-1.2251084074916867,1.4592273101261987e-14,"Wrist flex, easy difficulty, no equipment"
-5.933482436798009,19.82088807244539,-1.2320450790377477,-36.61757305663782,4.118180664595097,0.7868994091415804,22.068832252087635,10.253803179034012,2.979759613048513,-8.156131358278666,-15.845566402441989,2.0209870248954243,-12.16237321457796,-0.4505061173274876,-0.7623528751573093,-0.35689783466074937,-0.7117434123635816,-1.1255118929200012,2.5554902843382576,-0.6044320091628286,1.3216124356680394,0.025618831371410015,-0.3840703319930428,1.4592273101262003e-14,"Calf stretch, easy difficulty, block"
2.593577399198261,30.142548594735892,29.17137089370937,1.8433757612649688,11.713606848322373,-15.650948775030919,7.057463913502847,-2.7608302741456368,-12.461589158661035,11.031500532666552,-2.719772057036666,6.068734633196759,7.761700945162917,-13.088841725664183,-2.091940572703729,-8.609633406399062,-0.3240025449550832,0.5523170040612485,-2.6424726597723085,-0.558312742433447,-1.1585972115310013,-1.3981319291410181,0.5797757616172,1.459227310126202e-14,"Calf sit raise, hard difficulty, weight and bar"
-21.467526746334567,14.232853543439328,-2.0910873938599686,-29.347081936360198,7.1705796564512125,1.5601784784445918,-0.7065970669658163,-5.23174143398284,-4.1472891218217285,10.900823943644935,14.07266350219806,-5.588366496068783,0.6025905056719094,4.479724963057746,0.33973710535393914,11.056201000396191,6.131017106047713,2.802171054910112,-4.5752639013810645,-5.333614443892148,2.825320788571308,0.0008512003630742137,1.2970714853085663,1.4592273101261993e-14,"Calf standing stretch, easy difficulty, no equipment"
